Name,Type,Address,Contact,Note,zip,gcode,lat,lon
Lawndale Christian Health Center - Archer,Family Case Management,"5122 S Archer Ave Chicago, IL 60632",Phone: (872) 588-3560 TTY: None Fax: (872) 588-3001  Website: lawndale.org,Family Case Management (Pregnant Women and Infants 0-1yr),60632,"5122, South Archer Avenue, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",41.80071772099977,-87.73031494892186
Lawndale Christian Health Center - Breakthrough,Family Case Management,"3219 W Carroll Ave Chicago, IL 60624",Phone: (872) 588-3580 TTY: None Fax: (872) 588-3001  Website: lawndale.org,Family Case Management (Pregnant Women and Infants 0-1yr),60624,"Bridge Cafe, 3219, West Carroll Avenue, East Garfield Park, Chicago, Cook County, Illinois, 60624, United States",41.8873854,-87.7074544
Lawndale Christian Health Center - Farragut Career Academy,Family Case Management,"3256 W 24th St Chicago, IL 60623",Phone: (872) 588-3540 TTY: None Fax: (872) 588-3001  Website: lawndale.org,Family Case Management (Pregnant Women and Infants 0-1yr),60623,"3256, West 24th Street, Crawford, South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.84820253392707,-87.70668643935454
Lawndale Christian Health Center - Health and Fitness Center,Family Case Management,"3750 Ogden Ave Chicago, IL 60623",Phone: (872) 588-3000 TTY: None Fax: (872) 588-3001  Website: lawndale.org,Family Case Management (Pregnant Women and Infants 0 - 1yr),60623,"Lawndale Christian Health & Fitness Center, 3750, West Ogden Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.853430700000004,-87.71909920439651
Lawndale Christian Health Center - Homan Square,Family Case Management,"3517 W Arthington St Chicago, IL 60624",Phone: (872) 588-3510 TTY: None Fax: (872) 588-3001  Website: lawndale.org,Family Case Management (Pregnant Women and Infants 0 - 1yr),60624,"Green Garden Cafe, 3517, West Arthington Street, North Lawndale, Chicago, Cook County, Illinois, 60624, United States",41.8692223,-87.7134121
Lawndale Christian Health Center - Main Clinic,Family Case Management,"3860 Ogden Ave Chicago, IL 60623",Phone: (872) 588-3000 TTY: None Fax: (872) 588-3001  Website: lawndale.org,Family Case Management (Pregnant Women and Infants 0 - 1yr),60623,"Lawndale Christian Health Center Main Clinic, 3860, West Ogden Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.8525733,-87.72179108696537
Sinai Community Institute,Family Case Management,"2653 W Ogden Ave Chicago, IL 60608",Phone: (773) 257-6216 TTY: None Fax: (773) 257-6246  Website: www.sinai.org/content/sinai-community-institute,Family Case Management (Pregnant Women and Infants 0-1yr) ,60608,"Sinai Single Outpatient Center, 2653-2663, West Ogden Avenue, North Lawndale, Chicago, Cook County, Illinois, 60608, United States",41.8617056,-87.69294772565408
Englewood Clinic,Family Planning,"641 W 63rd St Chicago, IL 60621",Phone: (312) 747-7831 TTY: None Fax: (312) 747-9398,Clinic of Chicago CDOHClinic Hours:M/W/F 8:00-4:00Tu-Th 10:00-6:00,60621,"Howard Brown Health 63rd Street, 641, West 63rd Street, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",41.779483,-87.6412817
Erie Family Health Center,Family Planning,"1701 W Superior St Chicago, IL 60622",Phone: (312) 432-4572 TTY: None Fax: (312) 666-6228,ADMIN OFFICE,60622,"Erie Neighborhood House, 1701, West Superior Street, Ukrainian Village, West Town, Chicago, Cook County, Illinois, 60622, United States",41.8948661,-87.6700632
Fantus Health Center,Family Planning,"1901 W Harrison St Chicago, IL 60612",Phone: (312) 864-6024 TTY: None,Clinic of HektoenClinic Hours:M/Tu/W/F 8:00-4:00Th 8:00-6:00,60612,"1901, West Harrison Street, Illinois Medical District, Near West Side, Chicago, Cook County, Illinois, 60612, United States",41.873988738540945,-87.67459290316617
Hektoen Institute/Stroger Hospital,Family Planning,"627 S Wood St Chicago, IL 60612",Phone: (312) 864-0855 TTY: None Fax: (312) 864-9580,ADMIN Office of: Cicero HC & Fantus HC,60612,"627, South Wood Street, Illinois Medical District, Near West Side, Chicago, Cook County, Illinois, 60612, United States",41.8734191,-87.67116540855298
Infant Welfare Society of Chicago,Family Planning,"3600 W Fullerton Ave Chicago, IL 60647",Phone: (773) 782-2800 TTY: None Fax: (773) 782-5042,Clinic & AgencyClinic Hours:M/W 8:00-8:00Tu/Th/F 8:00-5:002nd & 4th Sat. 8:00-12:00,60647,"Infant Welfare Society of Chicago, 3600-3608, West Fullerton Avenue, Logan Square, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",41.92491045,-87.71729411179308
Lower West Clinic,Family Planning,"1713 S Ashland Ave Chicago, IL 60608",Phone: (312) 746-5157 TTY: None Fax: (312) 747-9398,Clinic of CDOHClinic Hours:M-F 8:00-4:00Sat 8:00-1:00,60608,"Pilsen Community Health Center Lower West, 1713, South Ashland Avenue, Lower West Side, Chicago, Cook County, Illinois, 60608, United States",41.8581819,-87.6657754
Mile Square - Back of Yards,Family Planning,"4630 S Bishop St Chicago, IL 60609",Phone: (773) 523-2615 TTY: None Fax: (312) 996-4238,Clinic of UICClinic Hours:M/Tu/Th/F 8:30-5:00Wed 8:30-8:00,60609,"University of Illinois - Mile Square Health Center at Back of The Yards, 4630, South Bishop Street, Whiskey Point, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",41.8094153,-87.6617843
Mile Square Health Center,Family Planning,"2045 W Washington Blvd Chicago, IL 60612",Phone: (312) 996-2000 TTY: None Fax: (312) 996-4238,Clinic of UICClinic Hours:M/W/F 8:30-5:00Tu 9:30 8:00Th 8:30-8:00Sat 8:30-12:00,60612,"Mile Square Health Center, 2037-2045, West Washington Boulevard, Near West Side, Chicago, Cook County, Illinois, 60612, United States",41.88290235,-87.67830323211001
Planned Parenthood Austin Site,Family Planning,"5937 W Chicago Ave Chicago, IL 60651",Phone: (773) 287-2020 TTY: None Fax: (773) 287-2917,Clinic of PPILClinic Hours:Tu/W 8:00-4:00Th 11:00-7:00F 8:00 2:00Sat 8:00-2:00,60651,"5937, West Chicago Avenue, Austin, Chicago, Cook County, Illinois, 60651, United States",41.89453425,-87.77379198925574
Planned Parenthood Englewood Site,Family Planning,"6059 S Ashland Ave Chicago, IL 60636",Phone: (773) 434-3700 TTY: None Fax: (773) 434-0396,Clinic of PPILClinic Hours:M/Tu/W 8:00-4:00Th 11:00-7:00Fri 8:00-2:00,60636,"6059, South Ashland Avenue, Drexel Estate, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",41.783876645573336,-87.66421694641399
Planned Parenthood Roseland Site,Family Planning,"11250 S Halsted St Chicago, IL 60628",Phone: (773) 468-1600 TTY: None Fax: (773) 468-2941,Clinic of PPILClinic Hours:M/Tu/W 8:00-4:00Th 11:00-7:00F 8:00-2:00,60628,"11250, South Halsted Street, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60628, United States",41.6888678,-87.6426506
South Chicago Clinic,Family Planning,"2938 E 89th St Chicago, IL 60617",Phone: (312) 747-5285 TTY: None Fax: (312) 747-9398,"Clinic of CDOHClinic Hours:Mon, Tues, Wed, Thur, Fri = 8:30- 4:00",60617,"2938, East 89th Street, South Chicago, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",41.7338923,-87.5523394790523
South Lawndale Clinic,Family Planning,"3059 W 26th St Chicago, IL 60623",Phone: (312) 747-0066 TTY: None Fax: (312) 747-9398,"Clinic of CDOHClinic Hours:Mon, Tues, Wed, Thur, Fri 8:00- 4:00",60623,"Esperanza Little Village, 3059, West 26th Street, South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.843586,-87.7022079
South Shore Mile Square,Family Planning,"7131 S Jeffery Blvd Chicago, IL 60649",Phone: (773) 256-0526 TTY: None Fax: (312) 413-8331,Clinic of UICClinic Hours:M/W/Th/F 8:30-5:00Tu 11:00-7:00Sat 8:30-12:00,60649,"Chase, 7131, South Jeffery Boulevard, Jeffrey - Cyril Historic District, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",41.7657108,-87.5736324
Uptown Clinic,Family Planning,"845 W Wilson Ave Chicago, IL 60640",Phone: (312) 744-1938 TTY: None Fax: (312) 747-9398,Clinic of CDOH:Clinic Hours:M/W/F 8:00-4:00Tu-Th 10:00-6:00 ,60640,"Uptown Neighborhood Health Center, 845, West Wilson Avenue, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",41.9653151,-87.6520301
West Town Clinic,Family Planning,"2418 W Division St Chicago, IL 60622",Phone: (312) 744-0943 TTY: None Fax: (312) 747-9398,Clinic of CDOHClinic Hours:M/W/F 8:00-4:00Tu-Th 10:00-6:00,60622,"2418, West Division Street, West Town, Chicago, Cook County, Illinois, 60622, United States",41.903088607041276,-87.68806807894562
Ada S. McKinley Community Services,Mental Health,"2715 W 63rd St Chicago, IL 60629",Phone: (773) 918-6100 TTY: None   Website: Ada S. McKinley Community Services,"This agency provides mental health services under '1 South' of Division of Mental Health, DHS, Illinois.",60629,"2715, West 63rd Street, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",41.77894405,-87.69161440589278
Advocate Illinois Masonic Medical Center,Mental Health,"913 W Wellington Ave Chicago, IL 60657",Phone: (872) 843-0200 TTY: None   Website: Advocate Illinois Masonic Medical Center,Crises: 773-296-5380. Serving Region 1N,60657,"913, West Wellington Avenue, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60657, United States",41.93622553547188,-87.65211243541282
Asian Human Services of Chicago Inc.,Mental Health,"4753 North Broadway Chicago, IL 60640",Phone: (773) 293-8443 TTY: None   Website: Asian Human Services of Chicago Inc.,"This agency provides mental health services under '1 North' of Division of Mental Health, DHS, Illinois.",60640,"Old National Bank, 4753, North Broadway, Asia on Argyle, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",41.9687397,-87.6591491
Association House of Chicago,Mental Health,"1116 N Kedzie Ave Chicago, IL 60651",Phone: (773) 772-8009 TTY: None   Website: Association House of Chicago,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60651,"1116, North Kedzie Avenue, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States",41.901747,-87.706865
Bobby E. Wright Comprehensive Behavioral Health Center Inc,Mental Health,"9 S Kedzie Ave Chicago, IL 60612",Phone: (773) 638-6742 TTY: None   Website: Bobby E. Wright Comprehensive Behavioral Health Center Inc,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60612,"9, South Kedzie Avenue, East Garfield Park, Chicago, Cook County, Illinois, 60612, United States",41.88081861036247,-87.70600782430853
Carolina Therapeutic Services,Mental Health,"3801 W North Ave Chicago, IL 60647",Phone: (888) 670-1477 TTY: None   Website: www.carolinatherapeuticservices.org/chicago-il,"This agency provides mental health services under '1 North' of Division of Mental Health, DHS, Illinois. NOTE: (dba: Chicago Therapeutic Services)",60647,"3801, West North Avenue, Beat 2535, Humboldt Park, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",41.909853,-87.721716
Casa Central Social Services,Mental Health,"1343 N California Ave Chicago, IL 60622",TTY: None,Casa Central Social Services,60622,"1343, North California Avenue, West Town, Chicago, Cook County, Illinois, 60622, United States",41.90590671071021,-87.69684241134406
Catholic Charities of the Archdiocese of Chicago,Mental Health,"721 N LaSalle Dr Chicago, IL 60654",Phone: (312) 655-7700 TTY: None   Website: Catholic Charities of the Archdiocese of Chicago,"This agency provides mental health services under '1 South' of Division of Mental Health, DHS, Illinois.",60654,"St. Vincent Center, 721, North LaSalle Drive, River North, Near North Side, Chicago, Cook County, Illinois, 60654, United States",41.8952079,-87.63223480378846
Chicago Department of Public Health Division of Mental Health,Mental Health,"333 S State St Chicago, IL 60604",Phone: (312) 747-7496 TTY: None,"Website: CDPH Mental Health Services
This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60604,"Maharaj Indian Grill, 333, South State Street, Printer's Row, Loop, Chicago, Cook County, Illinois, 60604, United States",41.8775204,-87.627393
Community Counseling Centers of Chicago (C-4),Mental Health,"4740 N Clark St Chicago, IL 60640",Phone: (773) 769-0205 TTY: None   Website: Community Counseling Centers of Chicago (C4),"This agency provides mental health services under '1 North' of Division of Mental Health, DHS, Illinois.",60640,"4740, North Clark Street, Ravenswood, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",41.96831315,-87.66774407997917
Erikson Institute,Mental Health,"451 LaSalle St Chicago, IL 60654",Phone: (312) 755-2250 TTY: None   Website: Erikson Institute,Serving Region 1C,60654,"451, South LaSalle Street, Printer's Row, Loop, Chicago, Cook County, Illinois, 60605, United States",41.87627032585836,-87.63164069291577
Family Focus,Mental Health,"5467 University Ave Chicago, IL 60615",Phone: (773) 643-0452 TTY: None   Website: Family Focus,Serving Region 1S,60615,"Chicago Child Care Society, 5467, South University Avenue, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",41.795897749999995,-87.59770717555381
"GRO Community, Inc",Mental Health,"259 E 115th St Chicago, IL 60628","Phone: (773) 253-8385 TTY: None   Website: GRO Community, Inc",Serving Region 1C,60628,"259, East 115th Street, Arcade Row, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",41.6851938,-87.61571354444175
Habilitative Systems Inc,Mental Health,"415 S. Kilpatrick Ave. Chicago, IL 60644",Phone: (773) 261-2252 TTY: None   Website: Habilitative Systems Inc,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60644,"415, South Kilpatrick Avenue, Mandell, Austin, Chicago, Cook County, Illinois, 60644, United States",41.874590049999995,-87.74233417369533
Haymarket Center,Mental Health,"120 N Sangamon St Chicago, IL 60607",Phone: (312) 226-4357 TTY: None   Website: Haymarket Center,Serving Region 1S,60607,"120, North Sangamon Street, Greektown, Near West Side, Chicago, Cook County, Illinois, 60607, United States",41.88367676832609,-87.65102884612725
Healing Hands Resource Center,Mental Health,"1022 N. Kedzie Ave. Chicago, IL 60651",Phone: (773) 467-6967 TTY: None,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60651,"1022, North Kedzie Avenue, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States",41.89979381095564,-87.70680317481774
Healthcare Alternative Systems (H.A.S.),Mental Health,"2755 W. Armitage Ave. Chicago, IL 60647",Phone: (773) 252-3100 TTY: None   Website: Healthcare Alternative Systems (H.A.S.),"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60647,"2755, West Armitage Avenue, Bucktown, Logan Square, Chicago, Cook County, Illinois, 60647, United States",41.91741752880655,-87.696263234571
"Heartland Health Outreach, Inc",Mental Health,"4750 N Sheridan Rd Chicago, IL 60640",Phone: (773) 275-2586 TTY: None   Website: www.heartlandalliance.org/hho/what-we-do/mental-health,"This agency provides mental health services under '1 North' of Division of Mental Health, DHS, Illinois.",60640,"Ecumenical Institute, 4750, North Sheridan Road, Uptown Retail, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",41.9686431,-87.6553335
Holy Cross Hospital (affiliated with Sinai Health System),Mental Health,"2701 W. 68th St. Chicago, IL 60629",Phone: (773) 884-9000 TTY: None   Website: Holy Cross Hospital,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60629,"Holy Cross Hospital, 2701, West 68th Street, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",41.769342800000004,-87.69222475161854
I AM ABLE Center,Mental Health,"3410 W Roosevelt Rd Chicago, IL 60624",Phone: (773) 826-2929 TTY: None   Website: I AM ABLE Center,Serving Region 1C,60624,"3410, West Roosevelt Road, North Lawndale, Chicago, Cook County, Illinois, 60624, United States",41.86661155,-87.71108105951116
Ibukun Comprehensive Community Services,Mental Health,"6752 S Perry Ave Chicago, IL 60621",Phone: (773) 994-6125 TTY: None   Website: Ibukun Comprehensive Community Services,Serving Region 1S,60621,"6752, South Perry Avenue, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60621, United States",41.771212750000004,-87.62858724869884
Infant Welfare Society of Chicago,Mental Health,"3600 W. Fullerton Ave. Chicago, IL 60647",Phone: (773) 782-2800 TTY: None   Website: Infant Welfare Society of Chicago,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60647,"Infant Welfare Society of Chicago, 3600-3608, West Fullerton Avenue, Logan Square, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",41.92491045,-87.71729411179308
Juvenile Protective Association,Mental Health,"1707 N Halsted St Chicago, IL 60614",Phone: (312) 440-1203 TTY: None   Website: Juvenile Protective Association,Serving Region 1N,60614,"1701-1707, North Halsted Street, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",41.91280505,-87.64776895359074
Lawrence Hall Youth Services,Mental Health,"4833 N. Francisco Avenue. Chicago, IL 60625",Phone: (773) 769-3500 TTY: None   Website: Lawrence Hall Youth Services,"This agency provides mental health services under '1 North' of Division of Mental Health, DHS, Illinois.",60625,"Lawrence Hall, 4833, North Francisco Avenue, Ravenswood Manor, Lincoln Square, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",41.9695415,-87.700118
Loretto Hospital (Behavioral Health Services),Mental Health,"645 S Central Ave Chicago, IL 60644",Phone: (773) 854-5290 TTY: None,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60644,"Loretto Hospital, 645, South Central Avenue, Austin, Chicago, Cook County, Illinois, 60644, United States",41.8720981,-87.76353970563284
Lydia Home Association,Mental Health,"4300 W Irving Park Rd Chicago, IL 60641",Phone: (773) 355-5577 TTY: None   Website: Lydia Home Association,Serving Region 1N,60641,"Lydia Childrens Home, 4300, West Irving Park Road, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",41.95403615,-87.7359701965625
Mount Sinai Hospital Medical Center,Mental Health,"1500 S. California Ave. Chicago, IL 60608",Phone: (773) 542-2000 TTY: None,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60608,"1500, South California Avenue, North Lawndale, Chicago, Cook County, Illinois, 60608, United States",41.86105,-87.695857
New Age Services Corporation,Mental Health,"1330 S. Kostner Ave. Chicago, IL 60623",Phone: (773) 542-1150 TTY: None   Website: New Age Services Corporation,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60623,"1324-1330, South Kostner Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.8633103,-87.73522627433853
"Pilsen Psychiatric Clinic & Associates, LLC (dba Hope Community and Family Center of Chicago)",Mental Health,"3350 S. Kedzie Ave. Chicago, IL 60623",Phone: (312) 561-5246 TTY: None,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60623,"South Kedzie Avenue, Bohemian California, South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.8518659,-87.7052644
Pilsen-Little Village Mental Health Center,Mental Health,"2319 S. Damen Ave. Chicago, IL 60608",Phone: (773) 579-0832 TTY: None   Website: Pilsen-Little Village Community MHC,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60608,"2319, South Damen Avenue, Canalport, Lower West Side, Chicago, Cook County, Illinois, 60608, United States",41.84962882925612,-87.67566495176125
Presence Chicago Hospitals Network (formerly Presence Saint Marys and Elizabeth Medical Center),Mental Health,"2233 West Division St. Chicago, IL 60622",Phone: (312) 770-2317 TTY: None   Website:  http://www.presencehealth.org,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60622,"Saint Mary of Nazareth Hospital School of Nursing, 2233, West Division Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States",41.9016991,-87.6842216
Primo Center for Women and Children (PCWC),Mental Health,"4241 W. Washington Blvd. Chicago, IL 60624",Phone: (773) 722-0544 TTY: None   Website: Primo Center for Women and Children (PCWC),"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60624,"West Washington Boulevard, West Garfield Park, Chicago, Cook County, Illinois, 60624, United States",41.881906,-87.7209403
Rincon Family Services,Mental Health,"3809 W Grand Ave Chicago, IL 60651",Phone: (844) 274-6266 TTY: None   Website: Rincon Family Services,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60651,"3807-3809, West Grand Avenue, Beat 2535, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States",41.90411485,-87.72201515856077
Safer Foundation,Mental Health,"571 W Jackson Blvd Chicago, IL 60661",Phone: (312) 922-2200 TTY: None   Website: Safer Foundation,Serving Region 1C,60661,"571, West Jackson Boulevard, Greektown, Near West Side, Chicago, Cook County, Illinois, 60661, United States",41.8778114,-87.6422843
State Operated: Chicago Read Mental Health Center,Mental Health,"4200 North Oak Park Avenue Chicago, IL 60634",Phone: (773) 794-4000 TTY: None,,60634,"Chicago-Read Mental Health Center, 4200, North Oak Park Avenue, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",41.95541455,-87.79998391280549
Thorek Memorial Hospital,Mental Health,"850 Irving Park Rd Chicago, IL 60613",Phone: (773) 525-6780 TTY: None   Website: Thorek Memorial Hospital,Serving Region 1N,60613,"Irving Park Road, O'Hare, Chicago, Jefferson Township, Cook County, Illinois, 60176, United States",41.9573507,-87.8834116
Thresholds,Mental Health,"4101 N Ravenswood Ave Chicago, IL 60613",Phone: (773) 572-5400 TTY: None   Website: Thresholds,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60613,"4101, North Ravenswood Avenue, Cuyler, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.95621935,-87.67341657652406
Total Enrichment Services,Mental Health,"3335 W Washington Blvd Chicago, IL 60624",Phone: (773) 265-9553 TTY: None   Website: Total Enrichment Services,Serving Region 1C,60624,"West Washington Boulevard, West Garfield Park, Chicago, Cook County, Illinois, 60624, United States",41.881906,-87.7209403
Trilogy,Mental Health,"1400 W Greenleaf Ave Chicago, IL 60626",Phone: (773) 508-6100 TTY: None   Website: Trilogy Inc.,"This agency provides mental health services under '1 North' of Division of Mental Health, DHS, Illinois.",60626,"West Greenleaf Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",42.010296,-87.6685965
UCAN (Uhlich Children's Advantage Network),Mental Health,"3737 N Mozart St Chicago, IL 60618",Phone: (773) 588-0180 TTY: None   Website: UCAN (Uhlich Children's Advantage Network),"This agency provides mental health services under '1 North' of Division of Mental Health, DHS, Illinois.",60618,"3737, North Mozart Street, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",41.949201671000075,-87.69921625126028
Universal Family Connections,Mental Health,"1305 W 103rd St Chicago, IL 60643",Phone: (773) 881-1711 TTY: None   Website: Universal Family Connections,Serving Region 1N,60643,"1305, West 103rd Street, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States",41.70668745924909,-87.65693738914307
Youth Outreach Services,Mental Health,"2411 W Congress Pkwy Chicago, IL 60612",Phone: (773) 777-7112 TTY: None   Website: Youth Outreach Services,"This agency provides mental health services under '1 Central' of Division of Mental Health, DHS, Illinois.",60612,"2411, West Congress Parkway, Near West Side, Chicago, Cook County, Illinois, 60612, United States",41.8748135,-87.68680430031475
Avance Inc.,Partner Abuse Intervention Services,"2601 W. Lawrence Ave Chicago, IL 60625",Phone: (773) 293-1770 TTY: None Fax: (773) 293-3890,"Conducts Men's, Women's and LGBT Partner Abuse Intervention assessments and groups in English and Spanish. Contact Jorge Argueta.",60625,"2601, West Lawrence Avenue, Bowmanville, Lincoln Square, Chicago, Jefferson Township, Cook County, Illinois, 60625, United States",41.968488,-87.693962
Center for Advancing Domestic Peace,Partner Abuse Intervention Services,"845 W 69th St Chicago, IL 60621",Phone: (773) 994-3034 TTY: None Fax: (312) 994-3038 Toll Free: (800) 877-4181,Conducts Men's and Women's Partner Abuse Intervention assessments and groups in English. Contact Yaria Aich or Melissa Cordero-Hernandez at referrals@advancingdomesticpeace. This group is held in the 1st floor of the Salvation Army building at that address.,60621,"Englewood Community Services, 845, West 69th Street, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",41.76859515,-87.64623984942423
Center for Advancing Domestic Peace/Centro Para Avanza la Paz Domestica,Partner Abuse Intervention Services,"6201 S St Louis Ave Chicago, IL 60629",Phone: (312) 265-0206 TTY: None Fax: (312) 455-0573,Conducts Men's Partner Abuse Intervention assessments and groups in Spanish. Group is held at the Episcopal Church of Santa Teresa De Avila. Contact Beatris Burgos at referrals@advancingdomesticpeace.org.,60629,"Saint Elizabeths Episcopal Church, 6201, South Saint Louis Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",41.7804238,-87.7101818
Cook County Social Service Department,Partner Abuse Intervention Services,"2650 S. California Ave Chicago, IL 60608",Phone: (773) 674-6012 TTY: None Fax: (773) 674-6080,Conducts Men's Partner Abuse Intervention assessments and groups in English. Court mandated only. Contact Tammie B.,60608,"2650, South California Avenue, South Lawndale, Chicago, Cook County, Illinois, 60608, United States",41.84198218124952,-87.69524421165788
"DUI Metropolitan Center, Inc.",Partner Abuse Intervention Services,"6260 W Addison St Chicago, IL 60634",Phone: (773) 481-9750 TTY: None Fax: (773) 481-9755,Conducts Men's Partner Abuse Intervention assessments and groups in English and Spanish. Contact Tamara Perez.,60634,"6254-6260, West Addison Street, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",41.94596395,-87.78361386289467
"Forward, P.C.",Partner Abuse Intervention Services,"3265 W Armitage Ave Chicago, IL 60647",Phone: (773) 862-4675 TTY: None Fax: (773) 862-4685,Conducts Men's Partner Abuse Intervention assessments and groups in English and Spanish. Contact Devora Diaz.,60647,"3265, West Armitage Avenue, Simons, Logan Square, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",41.9170359,-87.70956945125775
Healthcare Alternative Systems,Partner Abuse Intervention Services,"2755 W Armitage Ave Chicago, IL 60647",Phone: (773) 252-3100 TTY: None Fax: (773) 252-8945,Conducts Men's Partner Abuse Intervention assessments and groups in English and Spanish and Women's Partner Abuse Intervention assessments and groups in English . Contact Colleen Sutkus.,60647,"2755, West Armitage Avenue, Bucktown, Logan Square, Chicago, Cook County, Illinois, 60647, United States",41.91741752880655,-87.696263234571
Kirby Rehabilitation,Partner Abuse Intervention Services,"137 W. 111th St. Chicago, IL 60628",Phone: (773) 614-4002 TTY: None,Conducts Men's and Women's Partner Abuse Intervention assessments and groups in English.  Contact LeDarryl Billingsly.,60628,"137, West 111th Street, Roseland, Chicago, Lake Township, Cook County, Illinois, 60628, United States",41.692459962654446,-87.62663765361684
Polish / American Association,Partner Abuse Intervention Services,"3834 N Cicero Ave Chicago, IL 60641",Phone: (773) 282-8206 TTY: None Fax: (773) 282-1324,Conducts Men's Partner Abuse Intervention assessments and groups in English and Polish. Contact Ewa Susman or Greg Dziedzic.,60641,"Polish American Association, 3834, North Cicero Avenue, Grayland, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",41.9508219,-87.7474711
Polish / American Family Intervention,Partner Abuse Intervention Services,"6814 W. Archer Ave Chicago, IL 60638",Phone: (773) 240-0057 TTY: None,Conducts Men's and Women's partner abuse intervention assessments and groups in English and Polish.Contract Visia Fahrberger. ,60638,"6814-6816, West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",41.7923659,-87.79228692934689
Polish / American Family Services,Partner Abuse Intervention Services,"4820 N Central Ave Chicago, IL 60630",Phone: (773) 283-3121 TTY: None Fax: (773) 283-3127,Conducts partner abuse groups for male & female batterers in English & Polish. Contact Anna Tym.,60630,"4818-4820, North Central Avenue, Colonial Gardens, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",41.9684197,-87.76792447865412
